Lnumber,LID_CSV,LitList
1394,L00406,"Takakuwa Y. (1940) Eine weitere neue Gattung der Paraiulidae (Diplopoda). Zoological Magazine, 52(11): 465–466."
1395,L00145,"Takakuwa Y. (1940) Weitere <i>Trigoniulus</i>-Arten aus Japan. Annotationes Zoologicae Japonenses, 19(4): 283–288."
1396,L00144,"Takakuwa Y. (1940) Weitere <i>Skleroprotopus</i>-Arten (Diplopoda). Annotationes Zoologicae Japonenses, 19(4): 289–293."
1397,L00568,"高桑 良興 (1940) 日本産倍足類の一新屬に就て. 札幌博物学会会報, 16(3): 117–119."
1398,L00207,"高桑 良興 (1940) 日本産 <i>Lamyctes</i> 屬（脣月類）の1新種. 臺灣博物學會會報, 30(197–198): 39–40."
1399,L00208,"Takakuwa Y. (1940) Eine neue <i>Nodocephalus</i>-Arten (Chilopoda) aus Korea. The journal of the Natural History Society of Taiwan, 30(197–198): 41–42."
1400,L00205,"Takakuwa Y. (1940) Eine neue art von <i>Otostigmus</i> (Chilopoda) aus Formosa. The journal of the Natural History Society of Taiwan, 30(200–201): 209–210."
1401,L00206,"Takakuwa Y. (1940) Ueber zwei neue <i>Trigoniulus</i>-Arten (Diplopoda) aus Taiwan. The journal of the Natural History Society of Taiwan, 30(200–201): 211–215."
1402,L00204,"高桑 良興 (1940) 南洋産 <i>Trigoniulus</i> の1新種及び小笠原島産の <i>Pseudospirobolellus balbiferum</i> につきて. 臺灣博物學會會報, 30(205): 399–401."
1403,L00937,"高桑 良興 (1940) 脣足類 整形類 ヂムカデ目. 岡田 彌一郎・内田 享・江崎 悌三 (編) 日本動物分類 第九巻 第八編 第一號. 三省堂, 東京. 156 pp."
1404,L00966,"高桑 良興 (1940) 脣足類 整形類 オホムカデ目. 岡田 彌一郎・内田 享・江崎 悌三 (編) 日本動物分類 第九巻 第八編 第二號. 三省堂, 東京. 88 pp."
1405,L00147,"高桑 良興 (1941 (not 1940)) フジヒメヤスデ屬の種類. 札幌博物学会会報, 16(4): 218–226."
1406,L01492,"高桑 良興 (1941) 靑蚯蚓の大氣焰 (九州旅行). 四不像, (6): 46–47."
1407,L00408,"高桑 良興 (1941) 佐藤井岐雄氏採集多足類標品概報. Acta Arachnologica, 6(1): 13–17."
1408,L00210,"Takakuwa Y. (1941) Über einige japanische Lithobiiden. The journal of the Natural History Society of Taiwan, 31(213): 292–298."
1409,L00148,"Takakuwa Y. (1941) Eine neue Gattung der Paraiulidae (Diplopoda). Zoological Magazine, 53(7): 364–366."
1410,L00149,"高桑 良興 (1941) 我國に産するイシムカデ屬（脣足類）の種（再記）及び倍足類の1新種1新屬に就きて. 札幌博物学会会報, 17(1): 1–9."
1411,L01488,"高桑 良興 (1941) 多足類を研究しつゝ浮べる感想. 兵庫縣中等教育博物學雑誌, 7: 83–86."
1412,L00209,"Takakuwa Y. (1941) Eine neue leuchtende <i>Spirobolellus</i>-Art (Diplopoda) und eine neue <i>Lamyctes</i>-Art (Chilopoda). The journal of the Natural History Society of Taiwan, 31(209): 84–87."
1413,L00146,"Takakuwa Y. (1941) <i>Rhysodesmus</i>-Arten aus Japan. The journal of the Natural History Society of Taiwan, 31(217–218): 413–415."
1414,L00967,"高桑 良興 (1941) 脣足類 改形類 イシムカデ目. 岡田 彌一郎・内田 享・江崎 悌三 (編) 日本動物分類 第九巻 第八編 第三號. 三省堂, 東京. 104 pp."
1415,L00152,"Takakuwa Y. (1942) Zur Kenntnis der Japanischen Diplopoden. Annotationes Zoologicae Japonenses, 21(1): 39–47."
1416,L00151,"Takakuwa Y. (1942) Einige neue Arten von Diplopoda aus Nippon. Zoological Magazine, 54(6): 237–239."
1417,L00569,"高桑 良興 (1942) 二三地方の多足類. Acta Arachnologica, 7(1): 39–42."
1418,L00302,"高桑 良興 (1942) 我が南洋群島の多足類. 科学南洋, 5(1): 14–44."
1419,L00212,"高桑 良興 (1942) 日本産ヤケヤスデ屬の種. 臺灣博物學會會報, 32(220): 44–47."
1420,L00150,"Takakuwa Y. (1942) Ueber weitere Japanische RhysodesmusArten. Transactions of the Natural History Society of Formosa, 32(224): 197–203."
1421,L00211,"高桑 良興 (1942) 二三地方から得られた多足類. 臺灣博物學會會報, 32(231): 359–367."
1422,L00296,"Takakuwa Y. (1942) Die japanischen Colobognathenarten (Diplopoda). Zoological Magazine, 54(10): 424–426."
1423,L00570,"高桑 良興 (1943) 日本産ゲジの種. Acta Arachnologica, 8(3): 50–58."
1424,L00726,"高桑 良興 (1943) 我國に於ける脣足類及び倍足類の分布. 日本生物地理学会会報, 13(20): 147–213."
1425,L00153,"Takakuwa Y. (1943) Die drei neue Diplopoden aus Taiwan und Westnippon. Transactions of the Natural History Society of Formosa, 33(242–243): 603–607."
1426,L00571,"高桑 良興 (1947) ニューギニア産多足類の一斑. Acta Arachnologica, 10(1–2): 51–53."
1427,L00154,"高桑 良興 (1949) 日本産倍脚類の新科. Acta Arachnologica, 11(1–2): 5–7."
1428,L00727,"高桑 良興 (1949) ムカデ、ヤスデの採集をすすめる. 寳塚昆蟲館報, (64): 1–7."
1429,L00572,"高桑 良興 (1952) 感謝. Acta Arachnologica, 13(1): 1–2."
1430,L00155,"高桑 良興 (1954) 日本産倍足類総説. 日本学術振興会, 東京. 241 pp."
1431,L01028,"高桑 良興 (1955) ゲジの内外の解剖及分類 附 恩師故理學博士丘先生の追憶. 學風書院, 東京. 60 pp."
1432,L01499,"高桑 良興・岸田 久吉 (1951) 脣脚類 Chilopoda. p. 930–940. In: 改訂增補 日本動物圖鑑. 第五版. 北隆館, 東京."
1433,L01502,"高桑 良興・岸田 久吉 (1951) 倍脚類 Diplopoda. p. 944–953. In: 改訂增補 日本動物圖鑑. 第五版. 北隆館, 東京."
1434,L00156,"高桑 良興・三好 保徳 (1949) 單顎類(Colobognatha)の1新屬新種. Acta Arachnologica, 11(1–2): 26–32."
1435,L01636,"高桑 良興・三好 保徳 (1965) 唇脚類. p. 728–738. In: 岡田 要・内田 淸之助・内田 亨 (監修) 新日本動物図鑑 〔中〕. 北隆館, 東京. 803 pp."
1436,L00382,"高桑 良興・篠原 圭三郎 (1968) 多足類研究夜話. Atypus, (46–47): 39–42."
1437,L00383,"高桑 良興・篠原 圭三郎 (1968) 多足類研究夜話 (2). Atypus, (48): 29–32."
1438,L00384,"高桑 良興・篠原 圭三郎 (1969) 多足類研究夜話. Atypus, (49–50): 65–67."
1439,L00385,"高桑 良興・篠原 圭三郎 (1977) 多足類研究夜話 (4). Atypus, (69): 33–36."
1440,L00573,"高桑 良興・高島 春雄 (1940) 朝鮮産多足類の概觀. Acta Arachnologica, 5(3): 164–185."
1441,L00265,"高桑 良興・高島 春雄 (1942) 内南洋産多足類の概観. 附. 日本に於けるフサヤスデの發見. Acta Arachnologica, 7(3–4): 120–124."
1442,L00157,"高桑 良興・高島 春雄 (1944) 朝鮮産多足類の概觀 II. Acta Arachnologica, 9(1–2): 22–32."
1443,L00574,"高桑 良興・高島 春雄 (1949) 華北山西省産多足類. Acta Arachnologica, 11(3–4): 51–69."
1444,L00325,"高野 光男 (1970) 台湾採集記. Takakuwaia, (3): 3–4."
1445,L00334,"高野 光男 (1972) 少脚綱・タマヤスデモドキの新産地. Takakuwaia, (5): 8."
1446,L00336,"高野 光男 (1973) 伊豆新島の多足類. Takakuwaia, (6): 3–4."
1447,L00386,"高野 光男 (1975) シマフジヤスデ <i>Anaulaciulus quadratus</i> に対するBHC及びマラソンの効力について. Atypus, (63): 7."
1448,L00741,"高野 光男 (1975) 伊豆新島産多足類（追補）. Takakuwaia, (8): 3–4."
1449,L00928,"高野 光男 (1975) アオズムカデの歩肢の奇形. 採集と飼育, 37(6): 131–132."
1450,L00927,"高野 光男 (1975) ノコバゼムカデのPeripatoid期幼虫. 採集と飼育, 37(7): 164–165."
1451,L00924,"高野 光男 (1976) アカムカデ類の触角異常. 採集と飼育, 38(5): 144–147."
1452,L00923,"高野 光男 (1976) 日本産少脚類4種の新産地. 採集と飼育, 38(6): 168–171."
1453,L01448,高野 光男 (1978) 高尾山および八王子附近の多足類相. p. 37–78. In: 日本私学教育研究所 調査資料 56 生物環境研究会報告. 日本私学教育研究所. 175 pp.
1454,L00749,"高野 光男 (1978) 三宅島産多足類. Takakuwaia, (10): 4–5."
1455,L00387,"高野 光男 (1978) 神奈川県の唇脚類 I. 整形類. Atypus, (71): 59–65."
1456,L00388,"高野 光男 (1978) 箱根畑宿附近の多足類. Atypus, (72): 33–38."
1457,L00300,"高野 光男 (1978) シマフジヤスデに対するBHC, およびマラソンの効力について. Acta Arachnologica, 28(1): 39–44."
1458,L00389,"高野 光男 (1978) 海岸性多足類について. Atypus, (73): 40."
1459,L00753,"高野 光男 (1979) 伊豆新島および三宅島における海岸性多足類. Takakuwaia, (11): 5–7."
1460,L00595,"高野 光男 (1979) 日本産多足類の分類学的研究 — I. 三宅島でみいだされたヒトフシムカデ属の1新種. Edaphologia, (19): 35–39."
1461,L00158,"高野 光男 (1980) 日本産海岸性多足類. Atypus, (76): 52–62."
1462,L00159,"高野 光男 (1981) 日本産多足類の分類学的研究 — II. 熊本県でみいだされたタマヤスデ属の1新種. Edaphologia, (24): 35–38."
1463,L01154,"高野 光男 (1983) 多摩川水系流域における蛛形類の分布とその生態学的研究，多摩川流域における多足類について. とうきゅう環境浄化財団，助成集報, (56): 101–129."
1464,L00788,"高野 光男 (1988) 日本産ヨロイヤスデ科の新記録属について. Takakuwaia, (20): 9–10."
1465,L00793,"高野 光男 (1989) 日本産マルヤスデの検討. Takakuwaia, (21): 3–5."
1466,L00794,"高野 光男 (1989) アオズムカデの脱皮. Takakuwaia, (21): 6."
1467,L00798,"高野 光男 (1990) タマヤスデの大胸背板横溝数の変異について. Takakuwaia, (22): 2–3."
1468,L00803,"高野 光男 (1990) ムカデ雑学 和漢薬. Takakuwaia, (22): 9."
1469,L00804,"高野 光男 (1991) 多足類外部形態解説 I アオズムカデの外部形態及び形態用語解説. Takakuwaia, (23): 1–5."
1470,L00810,"高野 光男 (1991) ムカデ雑学 2 家紋. Takakuwaia, (23): 11."
1471,L00305,"高野 光男 (1991) 小笠原の唇脚類について. 第2次小笠原諸島自然環境現況調査報告書, 236–238."
1472,L00844,"高野 光男 (1992) 日本産アオズムカデの検討. Takakuwaia, (24): 61–64."
1473,L00853,"高野 光男 (1993) 台湾産多足類について. Takakuwaia, (25): 4–8."
1474,L00858,"高野 光男 (1993) 赤城山ムカデ信仰とムカデの形象化造形物. Takakuwaia, (25): 23."
1475,L00995,"高野 光男 (1994) 新刊紹介. Takakuwaia, (26): 15."
1476,L00874,"高野 光男 (1996) 三好保徳先生を偲んで. Takakuwaia, (28): 31."
1477,L00160,"高野 光男 (2001) 自然教育園の多足類. 自然教育園報告, 33: 219–227."
1478,L01627,"高野 光男・佐藤 英文 (2006) 亜高山帯森林における土壌動物の季節変動. 特にカニムシ類と多足類について. p. 6–10. In: 平成17年度 研究論文集. 神奈川県私立中学高等学校協会, 神奈川."
1479,L01630,"高野 光男・多城 淳・佐藤 英文・中島 秀雄 (1989) 箱根を中心とした蛾類、多足類、カニムシ類、陸貝類の分布. p. 59–77. In: 平成1年度 研究論文集. 神奈川県私立中学高等学校協会, 神奈川."
1480,L00735,"高島 春雄 (1936) 本邦産結閥類の考察 (I). 臺灣博物學會會報, 26(155–156): 314–321."
1481,L00734,"高島 春雄 (1936) 本邦産結閥類の考察 (I) （承前）. 臺灣博物學會會報, 26(155–156): 364–375."
1482,L00575,"高島 春雄 (1938) 臺灣のコムカデ. 動物学雑誌, 50(3): 145–146."
1483,L01183,"高島 春雄 (1939) 他山の石 ""<i>Marshallbolus</i>"". 動物学雑誌, 51(5): 314."
1484,L01182,"高島 春雄 (1939) <i>Scutigerella</i>本邦に産す. 動物学雑誌, 51(8): 608."
1485,L01134,"高島 春雄 (1939) 芝公園の多足類. Acta Arachnologica, 4(4): 164."
1486,L00733,"高島 春雄 (1939) 熱河省産馬陸類. 第一次滿蒙學術調査研究團報告 第五部 第一區 第十四編 第七十八輯, 1–11."
1487,L00576,"高島 春雄 (1940) 熱河省産結閥類（分類學）. 動物学雑誌, 52(3): 129."
1488,L00577,"高島 春雄 (1940) 熱河省産馬陸類（分類學）. 動物学雑誌, 52(3): 129."
1489,L00968,"高島 春雄 (1940) 東亞産多足類文獻目録 第1輯. Acta Arachnologica, 5(2): 148–152."
1490,L01135,"高島 春雄 (1940) 張家口及び北京の結閥類. Acta Arachnologica, 5(4): 241–242."
1491,L00969,"高島 春雄 (1940) 東亞産多足類文獻目録 第2輯. Acta Arachnologica, 5(4): 242–245."
1492,L00970,"高島 春雄 (1941) 東亞産多足類文獻目録 第3輯. Acta Arachnologica, 6(2): 60–67."
1493,L01508,"[高島 春雄] (1941) 光るヤスデ. 植物及動物, 9(4): 636."
1494,L00971,"高島 春雄 (1942) 東亞産多足類文獻目録 第4輯. Acta Arachnologica, 7(2): 81–90."
1495,L00578,"高島 春雄 (1942) 結閥類の種類. Acta Arachnologica, 7(3–4): 143–150."
1496,L00972,"高島 春雄 (1943) 東亞産多足類文獻目録 第5輯. Acta Arachnologica, 8(1–2): 39–42."
1497,L00973,"高島 春雄 (1944) 東亞産多足類文獻目録 第6輯. Acta Arachnologica, 9(1–2): 58–60."
1498,L00974,"高島 春雄 (1947) 東亞産多足類文獻目録 第7輯. Acta Arachnologica, 10(1–2): 53–55."
1499,L01274,"高島 春雄 (1947) 東亞蜘蛛關係文獻目錄 第22輯. Acta Arachnologica, 10(1–2): 55–59."
1500,L00579,"高島 春雄 (1949) 日本産多足類の概觀 —高桑良興先生今年喜壽を迎へられたるを祝して—. Acta Arachnologica, 11(1–2): 8–25."
1501,L00975,"高島 春雄 (1949) 東亞産多足類文獻目録 第8輯. Acta Arachnologica, 11(1–2): 39–44."
1502,L00580,"高島 春雄 (1949) 日本産多足類目録 (I). Acta Arachnologica, 11(3–4): 85–88."
1503,L00976,"高島 春雄 (1949) 東亞産多足類文獻目録 第9輯. Acta Arachnologica, 11(3–4): 93–95."
1504,L01276,"高島 春雄 (1949) 集會錄事. Acta Arachnologica, 11(1–2): 44–47."
1505,L00219,"高島 春雄 (1949) 伊豆八丈島産倍脚類. 採集と飼育, 11(10): 310."
1506,L00581,"高島 春雄 (1950) 太平洋戰爭中に於ける日本蜘蛛類・多足類學界の動向. Acta Arachnologica, 12(1–2): 8–17."
1507,L00977,"高島 春雄 (1950) 東亞産多足類文獻目録 第10輯. Acta Arachnologica, 12(1–2): 30–32."
1508,L00582,"高島 春雄 (1950) 日本産多足類目録 (II). Acta Arachnologica, 12(1–2): 36–38, 48."
1509,L00978,"高島 春雄 (1951) 東亞産多足類文獻目録 第11輯. Acta Arachnologica, 12(3–4): 95–97."
1510,L00585,"高島 春雄 (1951) 尾瀬のヤスデ一斑. Acta Arachnologica, 12(3–4): 99."
1511,L00584,"高島 春雄 (1951) 結合類は世界に85種. Acta Arachnologica, 12(3–4): 100."
1512,L00979,"高島 春雄 (1952) 東亞産多足類文獻目録 第12輯. Acta Arachnologica, 13(1): 48–52."
1513,L00913,"高島 春雄 (1953) 白甲鏞氏の近況. Atypus, (2): 24–25."
1514,L00914,"高島 春雄 (1953) 白甲鏞氏よりの第2信. Atypus, (3): 25."
1515,L00983,"高島 春雄 (1953) 東亞産多足類文獻目録 第13輯. Acta Arachnologica, 13(2): 85–96."
1516,L00586,"高島 春雄 (1953) 朝鮮欝陵島の多足類3種. Acta Arachnologica, 13(2): 103."
1517,L01136,"[高島 春雄] (1953) 列車の運轉を妨害するヤスデ. Acta Arachnologica, 13(2): 104."
1518,L01138,"高島 春雄 (1954) 蛇足. Acta Arachnologica, 13(3–4): 109–111."
1519,L00984,"高島 春雄 (1954) 東亞産多足類文獻目録 第14輯. Acta Arachnologica, 13(3–4): 122–128."
1520,L00587,"高島 春雄 (1954) 日本に現存する多足類関係の模式標本(Type)の一覧 (I). Acta Arachnologica, 13(3–4): 128–131."
1521,L00588,"高島 春雄 (1955) 東亞産多足類文献目録 第15輯. 山階鳥類研究所研究報告, 1(7): 306–309."
1522,L00106,"高島 春雄 (1955) 日本に現存する多足類関係の模式標本(Type)の一覧 (II). 動物分類学会会務報告, 9: 5–8."
1523,L01119,"高島 春雄 (1956) たそくるい 多足類. p. 299–300. In: 岡田 要 (編) 動物の事典. 東京堂, 東京. 590 pp."
1524,L01121,"高島 春雄 (1956) ヤスデ 馬陸. p. 471–492. In: 岡田 要 (編) 動物の事典. 東京堂, 東京. 590 pp."
1525,L01120,"高島 春雄 (1956) ムカデ 百足. p. 472. In: 岡田 要 (編) 動物の事典. 東京堂, 東京. 590 pp."
1526,L00589,"高島 春雄 (1958) 東亜産多足類文献目録 第16輯. 動物分類学会会務報告, 17: 6–10."
1527,L00590,"高島 春雄 (1959) 東亜産多足類文献目録 第17輯. 動物分類学会会務報告, 20: 7–10."
1528,L01613,"高島 春雄 (1960) この師この弟子. Atypus, (20): 23."
1529,L00591,"高島 春雄 (1960) 東亜産多足類文獻目録 第18輯. 動物分類学会会務報告, 23: 2–4."
1530,L00592,"高島 春雄 (1961) 東亜産多足類文献目録 第19輯. 動物分類学会会務報告, 26: 10–12."
1531,L00161,"高島 春雄・芳賀 昭治 (1950) 日本の觸顎類知見補遺. Acta Arachnologica, 12(1–2): 21–26."
1532,L00310,"高島 春雄・芳賀 昭治 (1952) 伊豆諸島産馬陸類. Acta Arachnologica, 13(1): 17–26."
